id,name,symbol,rank,price_usd,price_btc,24h_volume_usd,market_cap_usd,available_supply,total_supply,max_supply,percent_change_1h,percent_change_24h,percent_change_7d,last_updated,__extra_
decred,Decred,DCR,39,75.293,0.00694873,972620.0,518312944.0,6883946.0,7303946.0,21000000.0,4.6,-6.7,-4.38,1520383145,
bitshares,BitShares,BTS,40,0.194243,0.00001793,19329900.0,506987827.0,2610070000.0,2610070000.0,3600570502.0,2.46,-8.62,-13.03,1520383142,
aeternity,Aeternity,AE,41,2.13257,0.00019681,2960710.0,496932468.0,233020472.0,273685830.0,,0.64,-7.24,-14.5,1520383150,
augur,Augur,REP,42,43.6653,0.00402984,1762430.0,480318300.0,11000000.0,11000000.0,,0.79,-5.08,-11.08,1520383145,
bytom,Bytom,BTM,43,0.418897,0.00003866,18937600.0,413451339.0,987000000.0,1407000000.0,,2.57,-7.02,19.61,1520383151,
komodo,Komodo,KMD,44,3.92526,0.00036226,1520450.0,407644000.0,103851465.0,103851465.0,,1.01,-7.65,1.15,1520383148,
0x,0x,ZRX,45,0.787551,0.00007268,6496950.0,407013906.0,516809585.0,1000000000.0,,0.81,-10.37,-21.53,1520383152,
electroneum,Electroneum,ETN,46,0.0640212,0.00000591,2733550.0,406499064.0,6349444621.0,6349444621.0,21000000000.0,1.51,-14.0,-18.86,1520383154,
veritaseum,Veritaseum,VERI,47,193.651,0.0178719,813425.0,394398426.0,2036645.0,100000000.0,,0.0,-2.61,-20.46,1520383150,
ardor,Ardor,ARDR,48,0.387963,0.00003580,2636710.0,387574841.0,998999495.0,998999495.0,998999495.0,1.54,-2.95,-7.95,1520383146,
ark,Ark,ARK,49,3.80986,0.00035161,3057730.0,385052195.0,101067282.0,132317282.0,,2.73,-4.76,-0.02,1520383148,
dragonchain,Dragonchain,DRGN,50,1.49106,0.00013761,2860360.0,355501418.0,238421940.0,433494437.0,,2.48,-10.63,9.79,1520383156,
golem-network-tokens,Golem,GNT,51,0.424391,0.00003917,7848100.0,354053284.0,834262000.0,1000000000.0,,0.88,-10.23,15.53,1520383147,
hshare,Hshare,HSR,52,8.26259,0.00076255,30522200.0,352862461.0,42706035.0,42706035.0,84000000.0,1.3,-7.61,-17.58,1520383153,
basic-attention-token,Basic Attention Token,BAT,53,0.33983,0.00003136,3168500.0,339830000.0,1000000000.0,1500000000.0,,0.9,-8.78,-7.66,1520383149,
syscoin,Syscoin,SYS,54,0.639396,0.00005901,1328440.0,339782734.0,531412042.0,531412042.0,888000000.0,1.59,-6.48,-2.84,1520383143,
ethos,Ethos,ETHOS,55,4.3188,0.00039858,3650230.0,327399457.0,75807969.0,222295208.0,,2.1,-3.34,6.05,1520383151,
cryptonex,Cryptonex,CNX,56,7.14668,0.00065956,209063.0,322678566.0,45150835.0,106588460.0,210000000.0,1.46,-7.52,-7.59,1520383153,
gas,Gas,GAS,57,32.108,0.00296322,3403780.0,316218387.0,9848586.0,15913808.0,100000000.0,4.04,-2.62,-24.87,1520383151,
pivx,PIVX,PIVX,58,5.65988,0.00052235,2154660.0,315308094.0,55709325.0,55709325.0,,1.83,-4.74,-1.65,1520383146,
digibyte,DigiByte,DGB,59,0.0315483,0.00000291,2712320.0,313468696.0,9936151754.0,9936151754.0,21000000000.0,2.45,-7.4,-13.64,1520383141,
zilliqa,Zilliqa,ZIL,60,0.0474944,0.00000438,21726300.0,312241534.0,6574281061.0,12600000000.0,,1.19,-9.32,-8.61,1520383159,
kucoin-shares,KuCoin Shares,KCS,61,3.30605,0.00030511,1034490.0,300992961.0,91043076.0,181043076.0,,2.36,-10.16,-25.64,1520383154,
monacoin,MonaCoin,MONA,62,5.08391,0.00046919,2903720.0,294286324.0,57885825.0,57885825.0,,1.47,-4.26,-9.1,1520383144,
aion,Aion,AION,63,2.94544,0.00027183,2431440.0,283216730.0,96154303.0,465934587.0,,1.85,-7.25,-3.14,1520383154,
aelf,aelf,ELF,64,1.10307,0.0001018,15848700.0,275767500.0,250000000.0,280000000.0,1000000000.0,0.29,-6.78,-7.12,1520383157,
byteball,Byteball Bytes,GBYTE,65,422.236,0.0389679,494802.0,272435979.0,645222.0,1000000.0,,1.82,-6.88,-0.47,1520383148,
qash,QASH,QASH,66,0.774645,0.00007149,3150210.0,271125750.0,350000000.0,1000000000.0,,-0.04,-4.27,-8.04,1520383156,
loopring,Loopring,LRC,67,0.468014,0.00004319,2623580.0,265931004.0,568211642.0,1374956262.0,,0.82,-13.11,-24.46,1520383152,
factom,Factom,FCT,68,29.9823,0.00276705,1883350.0,262198272.0,8745102.0,8745102.0,,1.84,-13.34,-14.46,1520383145,
particl,Particl,PART,69,29.4707,0.00271983,848104.0,262065291.0,8892401.0,8892401.0,,1.76,-3.67,29.59,1520383152,
funfair,FunFair,FUN,70,0.0559127,0.00000516,2651550.0,257482160.0,4605074689.0,10999873621.0,,2.28,-8.78,6.63,1520383150,
nebulas-token,Nebulas,NAS,71,7.02313,0.00064816,8107380.0,249321115.0,35500000.0,100000000.0,100000000.0,-1.97,-10.37,-18.79,1520383152,
revain,Revain,R,72,1.29611,0.00011962,7153370.0,239067490.0,184450000.0,484450000.0,484450000.0,1.42,-5.26,-46.68,1520383155,
kyber-network,Kyber Network,KNC,73,1.76214,0.00016263,7705030.0,236360591.0,134132697.0,215625349.0,,1.11,-12.9,-11.55,1520383153,
reddcoin,ReddCoin,RDD,74,0.00802204,0.00000074,4643620.0,230827397.0,28774151777.0,28774151777.0,,1.5,-6.69,-15.19,1520383141,
iostoken,IOStoken,IOST,75,0.0318801,0.00000294,35423800.0,216596904.0,6794109922.0,21000000000.0,,3.1,-8.17,-15.23,1520383158,
gxshares,GXShares,GXS,76,3.58053,0.00033045,6706280.0,214831800.0,60000000.0,100000000.0,100000000.0,1.14,-5.0,-13.51,1520383150,
zcoin,ZCoin,XZC,77,50.4373,0.00465483,4077680.0,214469560.0,4252201.0,4252201.0,21400000.0,0.91,-1.24,-6.66,1520383147,
salt,SALT,SALT,78,3.91254,0.00036108,3676450.0,212156061.0,54224637.0,120000000.0,,1.07,-5.66,-6.26,1520383153,
kin,Kin,KIN,79,0.000280395,0.00000003,221511.0,212005976.0,756097560976,10000000000000,,3.63,1.06,-4.44,1520383154,
dent,Dent,DENT,80,0.0192907,0.00000178,2138170.0,204766169.0,10614760961.0,100000000000,,1.63,-12.4,-28.03,1520383151,
neblio,Neblio,NEBL,81,15.455,0.00142633,15359400.0,199059433.0,12879937.0,13630516.0,,1.38,-1.86,-0.87,1520383152,
iconomi,Iconomi,ICN,82,1.92826,0.00017796,8025460.0,192316336.0,99735687.0,99735687.0,,6.19,9.47,32.4,1520383147,
dentacoin,Dentacoin,DCN,83,0.000590429,0.00000005,148871.0,192023224.0,325226613094,1963173416169,8000000000000,-0.88,-3.15,-23.43,1520383152,
chainlink,ChainLink,LINK,84,0.546897,0.00005047,3290700.0,191413950.0,350000000.0,1000000000.0,,3.01,-5.44,-24.58,1520383153,
power-ledger,Power Ledger,POWR,85,0.524924,0.00004844,3766540.0,191036979.0,363932644.0,1000000000.0,,1.1,-7.23,-13.19,1520383155,
blocknet,Blocknet,BLOCK,86,37.8555,0.00349366,1725690.0,190913743.0,5043223.0,5043223.0,,1.37,-2.22,13.1,1520383143,
polymath-network,Polymath,POLY,87,0.782078,0.00007218,1251340.0,187698524.0,239999750.0,1000000000.0,,2.41,-6.04,-33.25,1520383159,
bancor,Bancor,BNT,88,4.71055,0.00043473,5584500.0,185199202.0,39315834.0,74569737.0,,0.82,-3.11,-8.03,1520383150,
nxt,Nxt,NXT,89,0.184788,0.00001705,2914960.0,184603201.0,998999942.0,998999942.0,1000000000.0,1.38,-3.87,-12.52,1520383141,
nexus,Nexus,NXS,90,3.23873,0.0002989,9282250.0,181351482.0,55994628.0,55994628.0,,3.52,0.49,78.76,1520383144,
tenx,TenX,PAY,91,1.70677,0.00015752,2749340.0,178632784.0,104661310.0,205218256.0,,0.45,-6.35,4.9,1520383151,
enigma-project,Enigma,ENG,92,2.34972,0.00021685,5168670.0,175844048.0,74836171.0,150000000.0,,0.03,-8.93,-11.7,1520383154,
request-network,Request Network,REQ,93,0.269027,0.00002483,2495740.0,172570804.0,641462769.0,999999999.0,,0.8,-7.23,-12.02,1520383154,
smartcash,SmartCash,SMART,94,0.223958,0.00002067,137244.0,171946663.0,767762988.0,1368807267.0,5000000000.0,1.65,-3.39,4.47,1520383151,
cindicator,Cindicator,CND,95,0.116267,0.00001073,2679720.0,168119360.0,1445976590.0,2000000005.0,,2.37,-8.51,-15.45,1520383154,
maidsafecoin,MaidSafeCoin,MAID,96,0.368951,0.00003405,2160410.0,166969665.0,452552412.0,452552412.0,,1.08,-5.86,-1.93,1520383142,
pillar,Pillar,PLR,97,0.728265,0.00006721,247664.0,165596391.0,227384800.0,800000000.0,,0.93,-3.45,-17.88,1520383152,
emercoin,Emercoin,EMC,98,3.89092,0.00035909,805842.0,161287732.0,41452338.0,41452338.0,,-0.55,-12.36,1.13,1520383143,
singularitynet,SingularityNET,AGI,99,0.342256,0.00003159,437440.0,157944230.0,461479799.0,1000000000.0,,0.96,-5.5,-3.67,1520383158,
sirin-labs-token,SIRIN LABS Token,SRN,100,0.653547,0.00006032,15449400.0,149830897.0,229258029.0,573145073.0,,2.26,-3.8,-0.11,1520383157,
