id,name,symbol,rank,price_usd,price_btc,24h_volume_usd,market_cap_usd,available_supply,total_supply,max_supply,percent_change_1h,percent_change_24h,percent_change_7d,last_updated,__extra_
bitcoin,Bitcoin,BTC,1,10594.5,1.0,7062000000.0,179098825322,16904887.0,16904887.0,21000000.0,0.01,-6.47,-1.6,1520409866,
ethereum,Ethereum,ETH,2,786.527,0.0746609,1885100000.0,77107015369.0,98034798.0,98034798.0,,-0.64,-7.37,-10.32,1520409851,
ripple,Ripple,XRP,3,0.909859,0.00008637,873378000.0,35568168637.0,39091956706.0,99992520283.0,100000000000,0.16,-6.47,-2.64,1520409840,
bitcoin-cash,Bitcoin Cash,BCH,4,1164.36,0.110527,432158000.0,19799053976.0,17004238.0,17004238.0,21000000.0,-0.4,-6.82,-6.2,1520409853,
litecoin,Litecoin,LTC,5,192.541,0.0182769,667200000.0,10689612688.0,55518631.0,55518631.0,84000000.0,0.2,-7.31,-10.67,1520409841,
neo,NEO,NEO,6,107.819,0.0102347,233466000.0,7008235000.0,65000000.0,100000000.0,100000000.0,0.92,-4.56,-22.01,1520409847,
cardano,Cardano,ADA,7,0.269893,0.00002562,120856000.0,6997534849.0,25927070538.0,31112483745.0,45000000000.0,-0.8,-9.94,-16.91,1520409857,
stellar,Stellar,XLM,8,0.326733,0.00003102,38690000.0,6034227661.0,18468375282.0,103748462367,,-0.49,-9.64,-7.14,1520409843,
monero,Monero,XMR,9,344.509,0.0327024,103140000.0,5442229009.0,15797059.0,15797059.0,,0.08,-5.5,15.73,1520409842,
eos,EOS,EOS,10,6.932,0.00065802,308909000.0,4939993398.0,712636093.0,900000000.0,1000000000.0,-0.76,-12.48,-21.41,1520409850,
iota,IOTA,MIOTA,11,1.64526,0.00015618,64104900.0,4573049993.0,2779530283.0,2779530283.0,2779530283.0,2.19,-12.61,-15.92,1520409851,
dash,Dash,DASH,12,555.88,0.0527668,122195000.0,4408853781.0,7931305.0,7931305.0,18900000.0,-0.0,-7.02,-8.31,1520409841,
nem,NEM,XEM,13,0.326384,0.00003098,22538300.0,2937456000.0,8999999999.0,8999999999.0,,-0.49,-8.2,-20.58,1520409844,
tron,TRON,TRX,14,0.0427011,0.00000405,243039000.0,2807520142.0,65748192475.0,100000000000,,-0.57,-8.87,0.92,1520409853,
ethereum-classic,Ethereum Classic,ETC,15,23.9107,0.00226971,395743000.0,2399130727.0,100337118.0,100337118.0,,0.52,-11.24,-31.73,1520409847,
tether,Tether,USDT,16,0.997847,0.00009472,2600450000.0,2212367309.0,2217140814.0,2280109970.0,,-0.51,-0.19,-0.28,1520409845,
vechain,VeChain,VEN,17,4.64393,0.00044082,138923000.0,2206896720.0,475221788.0,873378637.0,,-2.26,1.43,-9.27,1520409853,
qtum,Qtum,QTUM,18,23.5276,0.00223335,130892000.0,1739413725.0,73930776.0,100430776.0,,-1.43,-11.02,-14.18,1520409850,
lisk,Lisk,LSK,19,16.4063,0.00155736,28906300.0,1682588093.0,102557438.0,118774084.0,,-0.71,-9.52,-15.8,1520409846,
nano,Nano,NANO,20,12.5711,0.00119331,60719700.0,1675077569.0,133248289.0,133248289.0,133248290.0,-2.44,-11.46,-13.29,1520409849,
bitcoin-gold,Bitcoin Gold,BTG,21,98.644,0.00936375,26382900.0,1663677777.0,16865474.0,16965474.0,21000000.0,-1.43,-9.69,-16.44,1520409855,
omisego,OmiseGO,OMG,22,15.8079,0.00150056,45328900.0,1613078454.0,102042552.0,140245398.0,,-1.29,-6.69,-21.86,1520409852,
zcash,Zcash,ZEC,23,366.73,0.0348117,65425700.0,1256391767.0,3425931.0,3425931.0,,-0.4,-5.27,-9.19,1520409848,
icon,ICON,ICX,24,3.2108,0.00030478,30421900.0,1239260787.0,385966359.0,400230000.0,,-1.12,-9.37,-15.7,1520409855,
digixdao,DigixDAO,DGD,25,478.5,0.0454215,60452300.0,957000000.0,2000000.0,2000000.0,,-1.59,-3.91,-10.13,1520409846,
binance-coin,Binance Coin,BNB,26,9.42365,0.00089454,44957300.0,933073281.0,99014000.0,197192382.0,,-0.54,-5.41,-12.34,1520409852,
steem,Steem,STEEM,27,3.05004,0.00028952,5399000.0,765831153.0,251088888.0,268062982.0,,-2.44,-10.85,-10.79,1520409846,
bytecoin-bcn,Bytecoin,BCN,28,0.0038609,0.00000037,3902850.0,709508870.0,183767740701,183767740701,184470000000,-0.73,-7.98,-23.05,1520409843,
populous,Populous,PPT,29,19.0072,0.00180425,2212580.0,703342940.0,37004027.0,53252246.0,53252246.0,-1.37,-9.11,-9.9,1520409851,
stratis,Stratis,STRAT,30,7.11308,0.00067521,9895080.0,702538015.0,98767062.0,98767062.0,,-0.96,-10.34,-7.84,1520409846,
verge,Verge,XVG,31,0.0476518,0.00000452,14098600.0,699457359.0,14678508655.0,14678508655.0,16555000000.0,-0.56,-10.61,-18.75,1520409843,
waves,Waves,WAVES,32,5.94226,0.00056407,24586300.0,594226000.0,100000000.0,100000000.0,,-0.42,-9.27,-9.96,1520409846,
rchain,RChain,RHOC,33,1.62272,0.00015404,975167.0,583220615.0,359409272.0,870663574.0,1000000000.0,-0.65,-6.56,-13.31,1520409854,
status,Status,SNT,34,0.164779,0.00001564,53439600.0,571862848.0,3470483788.0,6804870174.0,,0.1,-10.03,-3.71,1520409850,
maker,Maker,MKR,35,915.601,0.0869132,508947.0,566049965.0,618228.0,1000000.0,,-0.65,-5.17,-12.93,1520409849,
waltonchain,Waltonchain,WTC,36,22.4473,0.0021308,97358900.0,558896871.0,24898178.0,70000000.0,100000000.0,-1.99,7.6,2.04,1520409852,
siacoin,Siacoin,SC,37,0.0163712,0.00000155,8531140.0,539251094.0,32939008359.0,32939008359.0,,-1.27,-16.06,-22.85,1520409845,
dogecoin,Dogecoin,DOGE,38,0.00440793,0.00000042,15949700.0,500250233.0,113488697114,113488697114,,-0.5,-12.57,-29.19,1520409841,
decred,Decred,DCR,39,71.9463,0.00682948,1132690.0,495418620.0,6885950.0,7305950.0,21000000.0,-0.37,-9.33,-7.37,1520409845,
bitshares,BitShares,BTS,40,0.186576,0.00001771,23523500.0,486980152.0,2610090000.0,2610090000.0,3600570502.0,1.21,-12.98,-15.74,1520409843,
aeternity,Aeternity,AE,41,2.04271,0.0001939,3139890.0,475993249.0,233020472.0,273685830.0,,-1.83,-10.07,-17.25,1520409849,
augur,Augur,REP,42,42.2888,0.00401425,1612800.0,465176800.0,11000000.0,11000000.0,,-0.6,-7.95,-12.49,1520409845,
0x,0x,ZRX,43,0.777578,0.00007381,6891550.0,401847946.0,516794387.0,1000000000.0,,-0.91,-10.73,-20.64,1520409852,
veritaseum,Veritaseum,VERI,44,196.217,0.0186258,768740.0,399624458.0,2036645.0,100000000.0,,-3.55,-2.58,-17.28,1520409850,
electroneum,Electroneum,ETN,45,0.0624066,0.00000592,2337980.0,396428465.0,6352348396.0,6352348396.0,21000000000.0,-0.87,-12.49,-18.96,1520409855,
bytom,Bytom,BTM,46,0.390143,0.00003703,16258000.0,385071141.0,987000000.0,1407000000.0,,-1.72,-10.24,11.61,1520409852,
komodo,Komodo,KMD,47,3.70214,0.00035142,1452590.0,384478498.0,103853041.0,103853041.0,,-1.88,-13.32,-2.5,1520409848,
ardor,Ardor,ARDR,48,0.367102,0.00003485,2685830.0,366734713.0,998999495.0,998999495.0,998999495.0,-0.32,-8.27,-10.46,1520409847,
ark,Ark,ARK,49,3.6203,0.00034366,3164970.0,365913308.0,101072648.0,132322648.0,,-2.87,-11.63,-2.75,1520409849,
cryptonex,Cryptonex,CNX,50,7.38044,0.00070059,199618.0,333236479.0,45151303.0,106588928.0,210000000.0,-0.28,-6.13,-3.41,1520409854,
golem-network-tokens,Golem,GNT,51,0.393751,0.00003738,6893610.0,328491497.0,834262000.0,1000000000.0,,-1.12,-14.76,9.77,1520409848,
