id,name,symbol,rank,price_usd,price_btc,24h_volume_usd,market_cap_usd,available_supply,total_supply,max_supply,percent_change_1h,percent_change_24h,percent_change_7d,last_updated,__extra_
nano,Nano,NANO,19,12.6927,0.00120031,61124800.0,1691280561.0,133248289.0,133248289.0,133248290.0,-0.8,-10.52,-12.43,1520410149,
lisk,Lisk,LSK,20,16.3889,0.00154985,28909600.0,1680803594.0,102557438.0,118774084.0,,-0.46,-9.62,-15.86,1520410146,
bitcoin-gold,Bitcoin Gold,BTG,21,99.4319,0.00940301,26672200.0,1676966083.0,16865474.0,16965474.0,21000000.0,-0.43,-8.93,-15.74,1520410155,
omisego,OmiseGO,OMG,22,15.8695,0.00150074,45544900.0,1619364275.0,102042552.0,140245398.0,,-0.8,-6.33,-21.55,1520410151,
zcash,Zcash,ZEC,23,368.022,0.0348029,65663200.0,1260818070.0,3425931.0,3425931.0,,0.1,-4.94,-8.84,1520410148,
icon,ICON,ICX,24,3.22569,0.00030504,30519300.0,1245007826.0,385966359.0,400230000.0,,-0.31,-8.86,-15.27,1520410155,
digixdao,DigixDAO,DGD,25,477.787,0.045183,60749900.0,955574000.0,2000000.0,2000000.0,,-1.72,-4.02,-10.32,1520410146,
binance-coin,Binance Coin,BNB,26,9.45041,0.0008937,45050700.0,935722896.0,99014000.0,197192382.0,,-0.22,-5.14,-12.09,1520410151,
steem,Steem,STEEM,27,3.06418,0.00028977,5450660.0,769381550.0,251088888.0,268062982.0,,-1.79,-10.43,-10.34,1520410146,
bytecoin-bcn,Bytecoin,BCN,28,0.00387032,0.00000037,3917870.0,711239962.0,183767740701,183767740701,184470000000,-0.1,-7.73,-22.83,1520410143,
populous,Populous,PPT,29,19.0974,0.00180599,2218100.0,706680703.0,37004027.0,53252246.0,53252246.0,-0.71,-8.66,-9.41,1520410151,
stratis,Stratis,STRAT,30,7.10613,0.00067201,9933040.0,701851584.0,98767062.0,98767062.0,,-0.98,-10.35,-7.9,1520410147,
verge,Verge,XVG,31,0.0477859,0.00000452,14118000.0,701425747.0,14678508655.0,14678508655.0,16555000000.0,-0.19,-10.36,-18.44,1520410144,
waves,Waves,WAVES,32,5.96232,0.00056384,24714100.0,596232000.0,100000000.0,100000000.0,,0.16,-8.94,-9.63,1520410147,
rchain,RChain,RHOC,33,1.62834,0.00015399,976282.0,585240495.0,359409272.0,870663574.0,1000000000.0,-0.4,-6.3,-12.98,1520410154,
status,Status,SNT,34,0.165866,0.00001569,54077700.0,575635264.0,3470483788.0,6804870174.0,,1.18,-9.5,-3.02,1520410151,
maker,Maker,MKR,35,915.73,0.0865982,516354.0,566129716.0,618228.0,1000000.0,,-0.47,-5.15,-12.89,1520410149,
waltonchain,Waltonchain,WTC,36,22.4578,0.00212377,97759600.0,559158302.0,24898178.0,70000000.0,100000000.0,-1.46,7.53,2.09,1520410153,
siacoin,Siacoin,SC,37,0.0164805,0.00000156,8617110.0,542851327.0,32939008359.0,32939008359.0,,-0.51,-15.5,-22.32,1520410145,
dogecoin,Dogecoin,DOGE,38,0.0044522,0.00000042,16011500.0,505274377.0,113488697114,113488697114,,0.57,-11.66,-28.46,1520410141,
decred,Decred,DCR,39,71.95,0.00680412,1147910.0,495444098.0,6885950.0,7305950.0,21000000.0,-0.06,-9.34,-7.33,1520410146,
bitshares,BitShares,BTS,40,0.187401,0.00001772,23791900.0,489133476.0,2610090000.0,2610090000.0,3600570502.0,1.52,-12.6,-15.36,1520410143,
aeternity,Aeternity,AE,41,2.04265,0.00019317,3148290.0,475979267.0,233020472.0,273685830.0,,-1.54,-10.04,-17.21,1520410150,
augur,Augur,REP,42,42.4574,0.00401508,1630840.0,467031400.0,11000000.0,11000000.0,,-0.1,-7.59,-12.1,1520410145,
0x,0x,ZRX,43,0.778474,0.00007362,6931210.0,402310994.0,516794387.0,1000000000.0,,-0.63,-10.63,-20.52,1520410152,
veritaseum,Veritaseum,VERI,44,196.923,0.0186225,751122.0,401062330.0,2036645.0,100000000.0,,-3.37,-2.11,-16.91,1520410150,
electroneum,Electroneum,ETN,45,0.0624428,0.00000591,2348250.0,396658420.0,6352348396.0,6352348396.0,21000000000.0,-0.51,-12.44,-18.9,1520410155,
komodo,Komodo,KMD,46,3.71862,0.00035166,1457720.0,386189996.0,103853041.0,103853041.0,,-1.19,-12.95,-2.03,1520410149,
bytom,Bytom,BTM,47,0.390872,0.00003696,16245200.0,385790664.0,987000000.0,1407000000.0,,-1.27,-10.07,11.83,1520410152,
ark,Ark,ARK,48,3.63456,0.00034371,3150760.0,367354604.0,101072648.0,132322648.0,,-2.3,-11.26,-2.32,1520410149,
ardor,Ardor,ARDR,49,0.367235,0.00003473,2685850.0,366867580.0,998999495.0,998999495.0,998999495.0,-0.32,-8.24,-10.39,1520410147,
cryptonex,Cryptonex,CNX,50,7.40828,0.00070058,200372.0,334493492.0,45151303.0,106588928.0,210000000.0,0.27,-5.75,-3.02,1520410155,
syscoin,Syscoin,SYS,51,0.619322,0.00005857,1690700.0,329119515.0,531419060.0,531419060.0,888000000.0,-0.05,-8.13,-4.83,1520410143,
basic-attention-token,Basic Attention Token,BAT,52,0.328976,0.00003111,3396320.0,328976000.0,1000000000.0,1500000000.0,,-0.04,-10.98,-9.05,1520410150,
golem-network-tokens,Golem,GNT,53,0.393683,0.00003723,6910030.0,328434767.0,834262000.0,1000000000.0,,-1.17,-14.74,9.77,1520410148,
hshare,Hshare,HSR,54,7.65998,0.00072438,28518600.0,327136865.0,42707274.0,42707274.0,84000000.0,0.48,-13.0,-23.05,1520410153,
dragonchain,Dragonchain,DRGN,55,1.37207,0.00012975,2632340.0,327131591.0,238421940.0,433494437.0,,-0.86,-13.79,3.27,1520410157,
gas,Gas,GAS,56,32.3049,0.00305499,4505700.0,318717453.0,9865917.0,15966720.0,100000000.0,0.18,-3.22,-21.3,1520410151,
ethos,Ethos,ETHOS,57,4.15511,0.00039294,3285440.0,314990451.0,75807969.0,222295208.0,,-0.06,-6.53,2.04,1520410152,
digibyte,DigiByte,DGB,58,0.0309857,0.00000293,3257320.0,307922280.0,9937560882.0,9937560882.0,21000000000.0,1.0,-8.34,-12.49,1520410141,
kucoin-shares,KuCoin Shares,KCS,59,3.34634,0.00031645,1143830.0,304661087.0,91043076.0,181043076.0,,1.22,-9.05,-23.33,1520410155,
zilliqa,Zilliqa,ZIL,60,0.0461613,0.00000437,15671900.0,303778018.0,6580794255.0,12600000000.0,,-0.03,-11.16,-9.36,1520410159,
pivx,PIVX,PIVX,61,5.40238,0.00051089,2295000.0,300973732.0,55711322.0,55711322.0,,-0.21,-7.7,-4.0,1520410146,
monacoin,MonaCoin,MONA,62,4.82432,0.00045622,2988200.0,279292789.0,57892675.0,57892675.0,,-0.66,-8.91,-14.13,1520410142,
aion,Aion,AION,63,2.86951,0.00027136,2665160.0,275915734.0,96154303.0,465934587.0,,0.56,-8.99,-1.82,1520410154,
aelf,aelf,ELF,64,1.06238,0.00010047,15876500.0,265595000.0,250000000.0,280000000.0,1000000000.0,-1.52,-8.43,-9.07,1520410157,
factom,Factom,FCT,65,30.211,0.00285697,1677230.0,264198277.0,8745102.0,8745102.0,,0.64,-9.1,-11.46,1520410145,
byteball,Byteball Bytes,GBYTE,66,404.205,0.0382246,810148.0,260801980.0,645222.0,1000000.0,,0.15,-8.93,-1.89,1520410148,
qash,QASH,QASH,67,0.741401,0.00007011,4272570.0,259490350.0,350000000.0,1000000000.0,,-1.04,-8.0,-10.94,1520410156,
loopring,Loopring,LRC,68,0.450281,0.00004258,2979840.0,255877421.0,568261642.0,1374956262.0,,-0.94,-13.15,-24.54,1520410154,
particl,Particl,PART,69,28.7687,0.00272058,580660.0,255822825.0,8892401.0,8892401.0,,0.59,-6.29,31.76,1520410152,
funfair,FunFair,FUN,70,0.0530674,0.00000502,2255800.0,244379341.0,4605074689.0,10999873621.0,,-0.7,-14.83,2.81,1520410151,
nebulas-token,Nebulas,NAS,71,6.68055,0.00063176,7831420.0,237159525.0,35500000.0,100000000.0,100000000.0,-1.21,-12.43,-20.99,1520410152,
kyber-network,Kyber Network,KNC,72,1.72166,0.00016281,6309890.0,230930899.0,134132697.0,215625349.0,,0.01,-11.52,-11.44,1520410153,
revain,Revain,R,73,1.22356,0.00011571,6116600.0,225685642.0,184450000.0,484450000.0,484450000.0,-0.71,-12.93,-48.88,1520410156,
reddcoin,ReddCoin,RDD,74,0.0075108,0.00000071,5568190.0,216116899.0,28774151777.0,28774151777.0,,0.14,-12.0,-16.3,1520410141,
iconomi,Iconomi,ICN,75,2.13594,0.00020199,21503500.0,213029443.0,99735687.0,99735687.0,,-2.78,26.27,47.41,1520410147,
gxshares,GXShares,GXS,76,3.48401,0.00032947,5813440.0,209040600.0,60000000.0,100000000.0,100000000.0,0.29,-6.54,-15.71,1520410151,
kin,Kin,KIN,77,0.000274793,0.00000003,277445.0,207770317.0,756097560976,10000000000000,,0.08,-2.93,-7.39,1520410154,
nexus,Nexus,NXS,78,3.63762,0.000344,52962100.0,203708616.0,56000521.0,56000521.0,,2.18,12.24,104.98,1520410144,
zcoin,ZCoin,XZC,79,47.3797,0.00448057,4209510.0,201574649.0,4254452.0,4254452.0,21400000.0,0.41,-6.3,-9.93,1520410148,
salt,SALT,SALT,80,3.68161,0.00034816,3783060.0,199637495.0,54225596.0,120000000.0,,-1.4,-10.04,-11.79,1520410154,
iostoken,IOStoken,IOST,81,0.0293108,0.00000277,33369700.0,199140797.0,6794109922.0,21000000000.0,,-0.47,-14.13,-18.24,1520410158,
dent,Dent,DENT,82,0.01807,0.00000171,2246460.0,191808731.0,10614760961.0,100000000000,,-1.76,-12.9,-30.35,1520410153,
neblio,Neblio,NEBL,83,14.856,0.00140489,6976200.0,191358946.0,12880920.0,13631499.0,,-0.64,-12.2,-13.12,1520410153,
chainlink,ChainLink,LINK,84,0.542772,0.00005133,3599470.0,189970200.0,350000000.0,1000000000.0,,-1.12,-5.64,-24.06,1520410154,
blocknet,Blocknet,BLOCK,85,37.1858,0.00351657,1774640.0,187552582.0,5043661.0,5043661.0,,1.39,-7.35,12.02,1520410144,
polymath-network,Polymath,POLY,86,0.772071,0.00007301,1196550.0,185296847.0,239999750.0,1000000000.0,,-1.57,-6.01,-34.05,1520410159,
dentacoin,Dentacoin,DCN,87,0.000569185,0.00000005,143942.0,185114110.0,325226613094,1963173416169,8000000000000,-0.35,-4.5,-23.5,1520410152,
power-ledger,Power Ledger,POWR,88,0.501749,0.00004745,3864120.0,182602840.0,363932644.0,1000000000.0,,-0.01,-10.76,-14.97,1520410155,
bancor,Bancor,BNT,89,4.54783,0.00043008,5947020.0,179039164.0,39368042.0,74621946.0,,-0.21,-6.21,-10.32,1520410150,
nxt,Nxt,NXT,90,0.17729,0.00001677,3365520.0,177112700.0,998999942.0,998999942.0,1000000000.0,0.27,-7.79,-14.33,1520410141,
tenx,TenX,PAY,91,1.62431,0.00015361,2496410.0,170002412.0,104661310.0,205218256.0,,-0.13,-7.72,2.19,1520410151,
request-network,Request Network,REQ,92,0.256419,0.00002425,2600000.0,164530096.0,641645496.0,999999999.0,,-1.16,-10.15,-13.92,1520410154,
cindicator,Cindicator,CND,93,0.113743,0.00001076,2057760.0,164469715.0,1445976590.0,2000000005.0,,0.38,-8.77,-14.4,1520410155,
maidsafecoin,MaidSafeCoin,MAID,94,0.361988,0.00003423,2758700.0,163818543.0,452552412.0,452552412.0,,0.89,-6.01,-4.26,1520410142,
smartcash,SmartCash,SMART,95,0.210182,0.00001988,148141.0,161570615.0,768717660.0,1369761939.0,5000000000.0,1.35,-8.12,-0.61,1520410152,
emercoin,Emercoin,EMC,96,3.89313,0.00036816,817239.0,161380589.0,41452659.0,41452659.0,,2.79,-8.71,2.36,1520410143,
enigma-project,Enigma,ENG,97,2.15285,0.00020359,5071710.0,161111051.0,74836171.0,150000000.0,,-0.44,-13.74,-18.82,1520410154,
pillar,Pillar,PLR,98,0.691051,0.00006535,328778.0,157134493.0,227384800.0,800000000.0,,3.49,-9.15,-20.03,1520410152,
singularitynet,SingularityNET,AGI,99,0.322056,0.00003046,412225.0,148622338.0,461479799.0,1000000000.0,,-0.96,-9.89,-6.6,1520410158,
gnosis-gno,Gnosis,GNO,100,129.061,0.012205,495359.0,142559490.0,1104590.0,10000000.0,,-0.3,-6.39,-2.99,1520410150,
