id,name,symbol,rank,price_usd,price_btc,24h_volume_usd,market_cap_usd,available_supply,total_supply,max_supply,percent_change_1h,percent_change_24h,percent_change_7d,last_updated,__extra_
qash,QASH,QASH,65,0.774528,0.00007151,3146630.0,271084800.0,350000000.0,1000000000.0,,-0.33,-4.4,-8.03,1520382556,
byteball,Byteball Bytes,GBYTE,66,418.981,0.0386806,494590.0,270335781.0,645222.0,1000000.0,,1.07,-7.88,-1.26,1520382548,
loopring,Loopring,LRC,67,0.469851,0.00004338,2650220.0,266974808.0,568211642.0,1374956262.0,,1.21,-12.86,-24.16,1520382553,
particl,Particl,PART,68,29.7531,0.00274683,852192.0,264576505.0,8892401.0,8892401.0,,2.69,-3.03,30.85,1520382551,
factom,Factom,FCT,69,29.918,0.00276205,1885120.0,261635962.0,8745102.0,8745102.0,,1.36,-13.74,-14.55,1520382545,
funfair,FunFair,FUN,70,0.0555115,0.00000512,2654940.0,255634604.0,4605074689.0,10999873621.0,,1.44,-9.64,5.88,1520382550,
nebulas-token,Nebulas,NAS,71,7.00498,0.00064671,8097370.0,248676790.0,35500000.0,100000000.0,100000000.0,-2.43,-10.69,-19.0,1520382552,
revain,Revain,R,72,1.28622,0.00011875,7064240.0,237243279.0,184450000.0,484450000.0,484450000.0,0.59,-6.47,-47.08,1520382554,
kyber-network,Kyber Network,KNC,73,1.7613,0.0001626,7974310.0,236247919.0,134132697.0,215625349.0,,0.96,-13.01,-11.57,1520382554,
reddcoin,ReddCoin,RDD,74,0.00812011,0.00000075,4705360.0,233649278.0,28774151777.0,28774151777.0,,2.4,-5.73,-14.25,1520382541,
zcoin,ZCoin,XZC,75,51.0378,0.00471185,4109800.0,217023007.0,4252201.0,4252201.0,21400000.0,1.65,-0.18,-5.56,1520382547,
iostoken,IOStoken,IOST,76,0.0318145,0.00000294,35473700.0,216151210.0,6794109922.0,21000000000.0,,2.74,-8.55,-15.42,1520382558,
gxshares,GXShares,GXS,77,3.58345,0.00033083,6728300.0,215007000.0,60000000.0,100000000.0,100000000.0,1.14,-5.1,-13.41,1520382550,
salt,SALT,SALT,78,3.91801,0.00036171,3727000.0,212452670.0,54224637.0,120000000.0,,1.09,-5.71,-6.12,1520382553,
kin,Kin,KIN,79,0.00027835,0.00000003,217936.0,210459756.0,756097560976,10000000000000,,1.41,0.08,-4.94,1520382553,
dent,Dent,DENT,80,0.0193659,0.00000179,2139200.0,205564399.0,10614760961.0,100000000000,,1.7,-12.29,-27.77,1520382552,
neblio,Neblio,NEBL,81,15.3942,0.0014212,15374700.0,198275470.0,12879881.0,13630460.0,,0.91,-2.28,-0.97,1520382553,
dentacoin,Dentacoin,DCN,82,0.000593118,0.00000005,153514.0,192897758.0,325226613094,1963173416169,8000000000000,-0.72,-2.84,-23.11,1520382552,
iconomi,Iconomi,ICN,83,1.91689,0.00017697,7822330.0,191182341.0,99735687.0,99735687.0,,5.14,8.56,31.65,1520382548,
blocknet,Blocknet,BLOCK,84,37.8425,0.00349365,1720100.0,190847500.0,5043205.0,5043205.0,,1.15,-2.44,12.93,1520382543,
chainlink,ChainLink,LINK,85,0.544295,0.00005025,3290550.0,190503250.0,350000000.0,1000000000.0,,2.51,-5.97,-24.89,1520382553,
power-ledger,Power Ledger,POWR,86,0.523006,0.00004828,3775110.0,190338956.0,363932644.0,1000000000.0,,0.22,-7.77,-13.49,1520382555,
polymath-network,Polymath,POLY,87,0.782631,0.00007225,1254360.0,187831244.0,239999750.0,1000000000.0,,2.54,-6.03,-33.12,1520382559,
bancor,Bancor,BNT,88,4.7217,0.00043591,5575100.0,185637573.0,39315834.0,74569737.0,,0.93,-2.97,-7.79,1520382550,
nxt,Nxt,NXT,89,0.184031,0.00001699,2879860.0,183846958.0,998999942.0,998999942.0,1000000000.0,0.94,-4.39,-12.87,1520382541,
tenx,TenX,PAY,90,1.70673,0.00015757,2775450.0,178628598.0,104661310.0,205218256.0,,0.28,-6.74,4.88,1520382550,
nexus,Nexus,NXS,91,3.14318,0.00029018,9168320.0,176000788.0,55994499.0,55994499.0,,0.68,-3.28,73.49,1520382543,
enigma-project,Enigma,ENG,92,2.3475,0.00021672,5157310.0,175677912.0,74836171.0,150000000.0,,-0.07,-9.28,-11.73,1520382554,
request-network,Request Network,REQ,93,0.269368,0.00002487,2448720.0,172789543.0,641462769.0,999999999.0,,0.86,-7.28,-11.91,1520382554,
smartcash,SmartCash,SMART,94,0.223887,0.00002067,136999.0,171885341.0,767732568.0,1368776847.0,5000000000.0,1.15,-3.63,4.46,1520382551,
maidsafecoin,MaidSafeCoin,MAID,95,0.371065,0.00003426,2226800.0,167926361.0,452552412.0,452552412.0,,1.98,-5.48,-1.29,1520382542,
cindicator,Cindicator,CND,96,0.115693,0.00001068,2696320.0,167289370.0,1445976590.0,2000000005.0,,2.16,-9.11,-15.89,1520382554,
pillar,Pillar,PLR,97,0.719512,0.00006643,251840.0,163606092.0,227384800.0,800000000.0,,-0.56,-4.7,-18.85,1520382551,
emercoin,Emercoin,EMC,98,3.85045,0.00035548,797152.0,159610137.0,41452333.0,41452333.0,,-1.91,-13.47,0.09,1520382543,
singularitynet,SingularityNET,AGI,99,0.342838,0.00003165,438931.0,158212811.0,461479799.0,1000000000.0,,0.97,-5.55,-3.52,1520382558,
sirin-labs-token,SIRIN LABS Token,SRN,100,0.65389,0.00006037,15546700.0,149909533.0,229258029.0,573145073.0,,2.13,-4.63,-0.04,1520382557,
